45.8,	38.7
72.3,	66.6
90.2,	86.0
141.8,	137.6
191.4,	188.1
205.9,	203.2
306.0,	305.3
502.0,	505.0
610.0,	616.0
613.0,	621.5
656.0,	663.4
721.0,	730.0
762.0,	772.0
810.0,	821.0
851.0,	863.0
885.0,	897.0
896.0,	909.7
910.0,	923.0
1025.0,	1039.0
1033.0,	1048.0
1038.0,	1052.0
